position,tyreLife,trackTemp,airTemp,humidity,rainfall,speedTrap,gapAhead,gapBehind,lapTime,pitLoss,_source_year,hasGapAhead,hasGapBehind,positions_lost,gap_to_physical_car,has_drop_zone_data,pace_drop_ratio,tire_life_ratio,pace_trend,gapAhead_trend,team_Alfa Romeo,team_AlphaTauri,team_Alpine,team_Aston Martin,team_Ferrari,team_Haas F1 Team,team_Kick Sauber,team_McLaren,team_Mercedes,team_RB,team_Racing Bulls,team_Red Bull Racing,team_Williams,team_nan,target_y
12,25,38.8,25.4,42,0,277.0,3.825,2.848,80.132,20.0,2023,1,1,0,999.0,0,1.0176396632081584,0.8333333333333334,0.0054989014896562605,1.589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,26,38.6,25.3,42,0,277.0,3.79,2.789,80.163,20.0,2023,1,1,0,999.0,0,1.0180333489961013,0.8666666666666667,-0.0004444839541291046,0.7149999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,27,39.1,25.4,42,0,278.0,4.42,2.781,80.154,20.0,2023,1,1,0,999.0,0,1.0179190531221822,0.9,0.00027938991402387536,0.5949999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,28,39.1,25.4,41,0,278.0,5.908,2.901,79.973,20.0,2023,1,1,0,999.0,0,1.0156204361022567,0.9333333333333333,-0.0024129128938445987,2.1180000000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,29,38.9,25.4,41,0,277.0,7.582,2.702,80.009,20.0,2023,1,1,0,999.0,0,1.0160776195979326,0.9666666666666667,-0.0018414335242495916,3.162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30,38.6,25.6,41,0,276.0,8.486,2.576,79.267,20.0,2023,1,1,0,999.0,0,1.0066545597703922,1.0,-0.00896587633186452,2.5780000000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,31,38.4,25.6,40,0,276.0,9.438,2.622,79.067,20.0,2023,1,1,0,999.0,0,1.0041146514610821,1.0333333333333334,-0.011962968136850494,1.8560000000000008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,32,38.4,25.6,40,0,276.0,9.989,2.093,78.941,20.0,2023,1,1,0,999.0,0,1.002514509226217,1.0666666666666667,-0.0041400505441751,1.5030000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,33,38.4,25.5,41,0,277.0,10.801,2.509,79.071,20.0,2023,1,1,0,999.0,0,1.0041654496272685,1.1,5.0798166186361016e-05,1.3629999999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,34,37.9,25.5,41,0,277.0,11.818,1.611,79.328,20.0,2023,1,1,0,999.0,0,1.007429231804732,1.1333333333333333,0.004914722578514885,1.8289999999999988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,35,37.9,25.5,41,0,279.0,14.401,2.633,80.911,20.0,2023,1,1,0,999.0,0,1.0275326060729209,1.1666666666666667,0.02336715644565235,3.5999999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,36,37.6,25.3,41,0,278.0,15.772,2.566,79.072,20.0,2023,1,1,0,999.0,0,1.004178149168815,1.2,-0.003251082635916891,3.9540000000000006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,37,37.5,25.3,41,0,278.0,17.026,2.55,79.096,20.0,2023,1,1,0,999.0,0,1.0044829381659324,1.2333333333333334,-0.02304966790698848,2.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,38,36.8,25.3,41,0,277.0,18.046,1.23,78.75,20.0,2023,1,1,0,999.0,0,1.000088896790826,1.2666666666666666,-0.004089252377989183,2.273999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,39,36.8,25.3,41,0,269.0,20.553,2.734,80.38,20.0,2023,1,1,0,999.0,0,1.0207891495117027,1.3,0.01630621134577037,3.527000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,40,36.8,25.3,41,0,279.0,20.782,2.179,78.413,20.0,2023,1,1,0,999.0,0,1.0,1.3333333333333333,-8.889679082590973e-05,2.7360000000000007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,41,36.5,25.3,42,0,279.0,20.434,1.6800000000000002,78.207,20.0,2023,1,1,0,999.0,0,1.0,1.3666666666666667,-0.020789149511702743,-0.11899999999999977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,42,36.5,25.3,41,0,278.0,20.183,1.059,77.814,20.0,2023,1,1,0,999.0,0,1.0,1.4,0.0,-0.5990000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,43,36.3,25.2,42,0,278.0,19.596,0.065,77.561,20.0,2023,1,1,0,999.0,0,1.0,1.4333333333333333,0.0,-0.838000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,44,36.3,25.2,42,0,278.0,19.201,1.025,77.646,20.0,2023,1,1,0,999.0,0,1.001095911605059,1.4666666666666666,0.0010959116050590634,-0.9819999999999993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,45,36.1,25.1,43,0,278.0,19.101,1.4809999999999999,77.746,20.0,2023,1,1,0,999.0,0,1.002385219375717,1.5,0.002385219375717007,-0.495000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,46,36.0,25.0,43,0,278.0,19.37,1.849,77.785,20.0,2023,1,1,0,999.0,0,1.0028880494062737,1.5333333333333334,0.0017921378012146771,0.16900000000000048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,47,36.0,25.1,42,0,279.0,19.436,2.613,77.579,20.0,2023,1,1,0,999.0,0,1.0002320753987182,1.5666666666666667,-0.002153143976998839,0.33500000000000085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,48,35.9,25.0,42,0,279.0,19.043,3.156,77.608,20.0,2023,1,1,0,999.0,0,1.0006059746522091,1.6,-0.0022820747540646114,-0.32700000000000173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,49,35.8,25.0,42,0,278.0,15.811,3.523,78.016,20.0,2023,1,1,0,999.0,0,1.0058663503564935,1.6333333333333333,0.005634274957775354,-3.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,50,35.7,25.0,43,0,278.0,4.057,4.73,78.497,20.0,2023,1,1,0,999.0,0,1.0120679207333583,1.6666666666666667,0.011461946081149144,-14.985999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,51,35.7,25.0,43,0,265.0,0.897,9.425,84.546,20.0,2023,1,1,0,999.0,0,1.0900581477804567,1.7,0.08419179742396321,-14.914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,52,35.3,25.0,42,0,267.0,1.548,10.795,89.326,20.0,2023,1,1,0,999.0,0,1.1516870592179058,1.7333333333333334,0.13961913848454754,-2.5090000000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,53,35.1,24.8,42,1,242.0,9.045,97.891,118.795,20.0,2023,1,1,0,999.0,0,1.5316331661530922,1.7666666666666666,0.44157501837263546,8.148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,34.7,24.7,43,1,230.0,6.127,2.588,107.858,20.0,2023,1,1,0,999.0,0,1.0,0.04,-0.15168705921790582,4.579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,34.0,24.6,44,1,241.0,7.731,109.677,108.77,20.0,2023,1,1,0,999.0,0,1.008455561942554,0.08,-0.5231776042105383,-1.314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,32.8,24.3,48,1,238.0,11.832,107.456,104.129,20.0,2023,1,1,0,999.0,0,1.0,0.12,0.0,5.705000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,31.7,24.0,49,1,224.0,17.456,106.132,106.026,20.0,2023,1,1,0,999.0,0,1.0182177875519787,0.16,0.009762225609424746,9.725,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,30.1,24.0,52,1,263.0,18.282,107.918,103.778,20.0,2023,1,1,0,999.0,0,1.0,0.2,0.0,6.449999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,6,29.6,23.9,51,1,266.0,20.045,107.125,104.385,20.0,2023,1,1,0,999.0,0,1.0058490238778932,0.24,-0.012368763674085459,2.589000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7,29.2,23.6,58,1,268.0,20.175,106.689,102.056,20.0,2023,1,1,0,999.0,0,1.0,0.28,0.0,1.8930000000000007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,8,28.7,23.5,58,1,271.0,21.494,106.775,101.415,20.0,2023,1,1,0,999.0,0,1.0,0.32,-0.005849023877893211,1.448999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,28.2,23.3,62,1,271.0,22.193,107.486,100.276,20.0,2023,1,1,0,999.0,0,1.0,0.36,0.0,2.0180000000000007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,10,27.7,23.0,65,1,270.0,23.442,107.738,100.486,20.0,2023,1,1,0,999.0,0,1.00209421995293,0.4,0.00209421995292991,1.9480000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,11,27.2,23.0,66,1,272.0,24.619,111.675,98.636,20.0,2023,1,1,0,999.0,0,1.0,0.44,0.0,2.4259999999999984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,12,27.4,23.1,66,1,272.0,24.654,114.644,96.475,20.0,2023,1,1,0,999.0,0,1.0,0.48,-0.00209421995292991,1.2119999999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,27.4,23.1,65,1,273.0,25.26,113.277,95.654,20.0,2023,1,1,0,999.0,0,1.0,0.52,0.0,0.6410000000000018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,14,27.6,23.1,65,1,273.0,24.194,112.73,94.011,20.0,2023,1,1,0,999.0,0,1.0,0.56,0.0,-0.46000000000000085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,27.8,23.3,63,0,260.0,29.682,16.443,99.526,20.0,2023,1,1,0,999.0,0,1.058663347906096,0.6,0.058663347906096064,4.421999999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,16,28.1,23.4,62,0,276.0,30.855,109.823,91.939,20.0,2023,1,1,0,999.0,0,1.0,0.64,0.0,6.661000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,17,28.7,23.5,62,0,276.0,29.996,108.592,91.636,20.0,2023,1,1,0,999.0,0,1.0,0.68,-0.058663347906096064,0.31400000000000006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,18,29.0,23.6,59,0,276.0,28.136,107.821,90.107,20.0,2023,1,1,0,999.0,0,1.0,0.72,0.0,-2.719000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,19,29.6,23.7,57,0,277.0,26.196,105.7,90.085,20.0,2023,1,1,0,999.0,0,1.0,0.76,0.0,-3.799999999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,20,30.0,23.8,57,0,275.0,26.561,108.224,87.595,20.0,2023,1,1,0,999.0,0,1.0,0.8,0.0,-1.5749999999999993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,21,30.3,23.8,56,0,277.0,26.393,109.795,86.478,20.0,2023,1,1,0,999.0,0,1.0,0.84,0.0,0.19699999999999918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,22,30.4,23.9,57,0,276.0,26.275,109.972,86.435,20.0,2023,1,1,0,999.0,0,1.0,0.88,0.0,-0.28600000000000136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,23,30.7,24.0,59,0,277.0,27.92,109.407,86.282,20.0,2023,1,1,0,999.0,0,1.0,0.92,0.0,1.527000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,30.7,23.9,58,0,276.0,31.819,107.984,88.038,20.0,2023,1,1,0,999.0,0,1.020351869451334,0.96,0.020351869451334048,5.5440000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,29.1,21.2,84,0,208.0,1.5190000000000001,10.195,182.581,20.0,2023,1,1,0,999.0,0,1.0,0.04,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,43.1,25.2,44,0,278.0,0.08700000000000001,0.519,80.636,20.0,2023,1,1,0,999.0,0,1.0,0.05,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,3,42.8,25.3,45,0,279.0,0.34800000000000003,0.528,80.282,20.0,2023,1,1,0,999.0,0,1.0,0.075,0.0,-1.171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,4,42.8,25.4,45,0,279.0,0.457,0.981,79.577,20.0,2023,1,1,0,999.0,0,1.0,0.1,0.0,0.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,5,42.4,25.5,44,0,279.0,0.513,0.928,78.893,20.0,2023,1,1,0,999.0,0,1.0,0.125,0.0,0.16499999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,6,41.6,25.4,44,0,279.0,0.526,1.031,78.842,20.0,2023,1,1,0,999.0,0,1.0,0.15,0.0,0.069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,7,41.4,25.4,44,0,279.0,0.485,1.01,78.604,20.0,2023,1,1,0,999.0,0,1.0,0.175,0.0,-0.028000000000000025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,8,40.9,25.4,44,0,278.0,0.637,0.683,79.317,20.0,2023,1,1,0,999.0,0,1.0090707852017708,0.2,0.009070785201770848,0.11099999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,9,41.2,25.5,43,0,279.0,0.616,0.92,78.788,20.0,2023,1,1,0,999.0,0,1.0023408477940055,0.225,0.0023408477940054517,0.131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,10,40.9,25.5,42,0,279.0,0.707,1.176,78.31,20.0,2023,1,1,0,999.0,0,1.0,0.25,-0.009070785201770848,0.06999999999999995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,11,40.2,25.4,43,0,278.0,0.912,1.292,78.367,20.0,2023,1,1,0,999.0,0,1.0007278763887115,0.275,-0.0016129714052939281,0.29600000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,12,40.0,25.3,44,0,278.0,1.344,1.169,78.582,20.0,2023,1,1,0,999.0,0,1.0034733750478866,0.3,0.0034733750478865844,0.6370000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,13,40.1,25.4,43,0,278.0,1.039,1.2429999999999999,77.713,20.0,2023,1,1,0,999.0,0,1.0,0.325,-0.0007278763887115236,0.1269999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,14,40.1,25.4,43,0,279.0,1.209,0.965,78.564,20.0,2023,1,1,0,999.0,0,1.0109505488142267,0.35,0.007477173766340162,-0.135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,15,39.9,25.3,43,0,279.0,1.181,1.212,78.284,20.0,2023,1,1,0,999.0,0,1.0073475480292875,0.375,0.007347548029287498,0.14200000000000013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,16,39.5,25.3,44,0,279.0,1.163,1.416,78.298,20.0,2023,1,1,0,999.0,0,1.0075276980685344,0.4,-0.003422850745692374,-0.04600000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,17,39.5,25.3,44,0,278.0,0.919,1.67,77.99,20.0,2023,1,1,0,999.0,0,1.003564397205101,0.425,-0.0037831508241865652,-0.262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,18,39.8,25.2,44,0,279.0,1.011,1.446,78.453,20.0,2023,1,1,0,999.0,0,1.0095222163601973,0.45,0.0019945182916629722,-0.15200000000000014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,19,39.9,25.3,42,0,279.0,0.93,1.6360000000000001,78.109,20.0,2023,1,1,0,999.0,0,1.0050956725387001,0.475,0.0015312753335992024,0.01100000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,20,39.9,25.3,42,0,279.0,1.152,1.369,78.587,20.0,2023,1,1,0,999.0,0,1.0112465095929897,0.5,0.0017242932327923288,0.14100000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,21,39.7,25.3,43,0,279.0,0.835,1.645,77.81,20.0,2023,1,1,0,999.0,0,1.0012481824147828,0.525,-0.0038474901239173853,-0.09500000000000008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,22,39.1,25.4,43,0,279.0,1.162,1.311,78.213,20.0,2023,1,1,0,999.0,0,1.0064339299731062,0.55,-0.004812579619883461,0.010000000000000009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,23,39.1,25.3,43,0,279.0,1.182,1.48,77.942,20.0,2023,1,1,0,999.0,0,1.0029467399276826,0.575,0.0016985575128998232,0.347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,24,39.0,25.4,42,0,280.0,1.173,1.612,77.577,20.0,2023,1,1,0,999.0,0,1.0,0.6,-0.006433929973106212,0.01100000000000012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,25,39.0,25.4,42,0,279.0,1.094,1.72,77.54,20.0,2023,1,1,0,999.0,0,1.0,0.625,-0.0029467399276825734,-0.08799999999999986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,26,38.6,25.3,42,0,279.0,1.127,1.708,77.912,20.0,2023,1,1,0,999.0,0,1.0047975238586535,0.65,0.004797523858653507,-0.04600000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,27,38.8,25.3,42,0,280.0,1.537,1.533,78.012,20.0,2023,1,1,0,999.0,0,1.0060871808099046,0.675,0.006087180809904558,0.44299999999999984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,28,39.1,25.4,42,0,279.0,1.342,1.601,77.285,20.0,2023,1,1,0,999.0,0,1.0,0.7,-0.004797523858653507,0.21500000000000008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,29,38.9,25.4,41,0,279.0,1.65,1.56,77.373,20.0,2023,1,1,0,999.0,0,1.0011386426861617,0.725,-0.004948538123742852,0.11299999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,30,38.8,25.5,41,0,279.0,1.174,1.7770000000000001,77.083,20.0,2023,1,1,0,999.0,0,1.0,0.75,0.0,-0.16800000000000015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,31,38.6,25.6,41,0,279.0,1.313,1.166,78.015,20.0,2023,1,1,0,999.0,0,1.0120908630956242,0.775,0.010952220409462532,-0.33699999999999997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,32,38.4,25.6,40,0,279.0,1.415,1.256,77.384,20.0,2023,1,1,0,999.0,0,1.00390488175084,0.8,0.003904881750840028,0.2410000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,33,38.4,25.6,40,0,279.0,1.702,1.362,77.45,20.0,2023,1,1,0,999.0,0,1.004761101669629,0.825,-0.007329761425995285,0.389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,34,38.4,25.5,41,0,278.0,1.448,1.724,77.207,20.0,2023,1,1,0,999.0,0,1.0016086556049972,0.85,-0.0022962261458427946,0.03299999999999992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,35,37.9,25.5,41,0,279.0,1.4020000000000001,1.871,77.421,20.0,2023,1,1,0,999.0,0,1.0043848838265248,0.875,-0.00037621784310415407,-0.2999999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,36,37.9,25.4,41,0,279.0,1.579,1.314,77.668,20.0,2023,1,1,0,999.0,0,1.0075892220074467,0.9,0.005980566402449483,0.131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,37,37.6,25.3,41,0,279.0,1.43,1.437,77.212,20.0,2023,1,1,0,999.0,0,1.00167352075036,0.925,-0.002711363076164819,0.027999999999999803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,38,37.5,25.3,41,0,280.0,1.5030000000000001,1.076,77.556,20.0,2023,1,1,0,999.0,0,1.00613624275132,0.95,-0.0014529792561266408,-0.07599999999999985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,39,36.8,25.3,41,0,280.0,1.392,1.313,77.102,20.0,2023,1,1,0,999.0,0,1.0002464875523787,0.975,-0.00142703319798132,-0.038000000000000034,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,40,36.7,25.3,41,0,280.0,1.376,1.307,77.221,20.0,2023,1,1,0,999.0,0,1.0017902780120131,1.0,-0.004345964739306929,-0.12700000000000022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,41,36.8,25.3,41,0,281.0,0.7020000000000001,0.976,77.654,20.0,2023,1,1,0,999.0,0,1.0074075996004306,1.025,0.007161112048051921,-0.6899999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,42,36.5,25.3,42,0,281.0,1.46,0.396,78.559,20.0,2023,1,1,0,999.0,0,1.0191481909110958,1.05,0.017357912899082617,0.08400000000000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,43,36.4,25.2,42,0,281.0,0.708,0.544,77.699,20.0,2023,1,1,0,999.0,0,1.0079913859086957,1.075,0.0005837863082651662,0.005999999999999894,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,44,36.3,25.2,42,0,283.0,21.033,0.46900000000000003,78.042,20.0,2023,1,1,0,999.0,0,1.0124411348805833,1.1,-0.0067070560305124705,19.573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,45,36.3,25.2,42,0,280.0,21.01,1.175,76.839,20.0,2023,1,1,0,999.0,0,1.0,1.125,-0.007991385908695747,20.302000000000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,46,36.1,25.0,43,0,281.0,20.893,1.246,76.997,20.0,2023,1,1,0,999.0,0,1.002056247478494,1.15,-0.010384887402089316,-0.14000000000000057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,47,36.0,25.0,43,0,281.0,5.284,1.283,93.267,20.0,2023,1,1,0,999.0,0,1.2137976808651856,1.175,0.21379768086518558,-15.726000000000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,1,36.0,25.1,42,0,282.0,1.63,11.821,79.884,20.0,2023,1,1,0,999.0,0,1.0,0.03333333333333333,-0.0020562474784939777,-19.263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,2,35.8,25.0,42,0,281.0,1.178,14.31,75.831,20.0,2023,1,1,0,999.0,0,1.0,0.06666666666666667,-0.21379768086518558,-4.106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,3,35.8,25.0,43,0,282.0,1.177,16.995,75.955,20.0,2023,1,1,0,999.0,0,1.001635215149477,0.1,0.001635215149476954,-0.45299999999999985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,4,35.7,25.0,43,0,283.0,0.871,24.088,76.711,20.0,2023,1,1,0,999.0,0,1.0116047526737086,0.13333333333333333,0.01160475267370864,-0.30699999999999994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,5,35.3,25.0,42,0,284.0,0.023,34.007,82.349,20.0,2023,1,1,0,999.0,0,1.0859542930991284,0.16666666666666666,0.08431907794965143,-1.1540000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,6,35.2,24.9,42,0,222.0,2.499,999.0,95.781,20.0,2023,1,0,0,999.0,0,1.263085018000554,0.2,0.2514802653268453,1.6280000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,7,34.9,24.7,42,1,262.0,11.128,999.0,121.097,20.0,2023,1,0,0,999.0,0,1.5969326528728356,0.23333333333333334,0.5109783597737072,11.105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,1,34.5,24.6,43,1,246.0,1.845,5.323,103.22,20.0,2023,1,1,0,999.0,0,1.0,0.04,-0.26308501800055395,-0.6540000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,2,34.0,24.6,44,1,256.0,0.315,6.165,101.478,20.0,2023,1,1,0,999.0,0,1.0,0.08,-0.5969326528728356,-10.813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,3,32.8,24.3,48,1,253.0,0.438,3.8609999999999998,103.496,20.0,2023,1,1,0,999.0,0,1.019886083683163,0.12,0.019886083683162914,-1.407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,4,31.3,24.0,51,1,252.0,0.203,4.085,103.238,20.0,2023,1,1,0,999.0,0,1.017343660694929,0.16,0.017343660694929097,-0.11199999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,5,30.1,24.0,52,1,244.0,1.375,3.428,103.477,20.0,2023,1,1,0,999.0,0,1.0196988509824791,0.2,-0.0001872327006837704,0.937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,6,29.6,23.9,51,1,259.0,1.446,3.5460000000000003,102.923,20.0,2023,1,1,0,999.0,0,1.0142395396046435,0.24,-0.003104121090285572,1.2429999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,7,29.2,23.6,58,1,263.0,1.447,3.916,102.263,20.0,2023,1,1,0,999.0,0,1.0077356668440451,0.28,-0.011963184138434002,0.07200000000000006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,8,28.4,23.5,62,1,268.0,1.167,3.832,100.864,20.0,2023,1,1,0,999.0,0,1.0,0.32,-0.014239539604643525,-0.2789999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,9,28.2,23.3,62,1,271.0,1.051,3.451,100.28,20.0,2023,1,1,0,999.0,0,1.0,0.36,-0.0077356668440451415,-0.39600000000000013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,10,27.7,23.0,65,1,273.0,1.202,3.383,99.374,20.0,2023,1,1,2,16.616999999999997,1,1.0,0.4,0.0,0.03499999999999992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,11,27.4,23.1,67,1,272.0,0.89,3.052,98.169,20.0,2023,1,1,2,16.948,1,1.0,0.44,0.0,-0.16099999999999992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,12,27.4,23.1,66,1,273.0,2.092,3.038,96.252,20.0,2023,1,1,2,16.962000000000003,1,1.0,0.48,0.0,0.8900000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,13,27.4,23.1,65,1,273.0,2.189,3.425,94.612,20.0,2023,1,1,2,16.575000000000003,1,1.0,0.52,0.0,1.299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,14,27.6,23.1,65,1,272.0,1.604,3.429,93.318,20.0,2023,1,1,0,999.0,0,1.0,0.56,0.0,-0.488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,15,27.8,23.3,63,0,275.0,2.614,2.726,96.097,20.0,2023,1,1,0,999.0,0,1.029779892410896,0.6,0.02977989241089607,0.4249999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,16,28.2,23.5,63,0,275.0,1.403,3.758,91.098,20.0,2023,1,1,2,16.241999999999997,1,1.0,0.64,0.0,-0.20100000000000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,17,28.7,23.5,62,0,276.0,1.303,3.58,90.098,20.0,2023,1,1,2,16.42,1,1.0,0.68,-0.02977989241089607,-1.311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
